customer_id,gender,customer_type,age,travel_type,travel_class,flight_distance,campaign_name,flight_date,join_date,satisfaction,departure_delay,arrival_delay,Seat_comfort,Departure_convenience,Food_and_drink,Gate_location,Inflight_wifi,Inflight_entertainment,Online_support,Ease_of_booking,Onboard_service,Leg_room,Baggage_handling,Checkin_service,Cleanliness,Online_boarding
cb9faf6d-ef3a-4f27-af06-fccb8f7c1d59,Male,New Customer,33,Business Travel,Business,2256,Festive Bonanza,2024-04-25,2024-04-08,neutral,81,104,0,4,0,2,0,3,0,1,2,2,5,4,3,2
92cf6021-1f33-442d-89ac-908746015028,Female,Loyal Customer,70,Business Travel,Business,7362,Festive Bonanza,2025-12-02,2025-01-23,dissatisfied,0,9,2,1,5,3,4,3,2,3,0,4,3,0,1,3
faebcd19-e550-4ea2-a133-a34d8b0e8eb1,Male,Loyal Customer,53,Business Travel,Business,5692,Premium Perks,2025-04-03,2024-12-19,satisfied,10,4,2,0,0,0,0,3,4,1,4,0,5,3,5,3
c5e78b23-f461-4f09-985a-befbd1812f77,Male,Loyal Customer,52,Business Travel,Business,11784,Spring Saver,2024-07-16,2024-05-14,dissatisfied,0,3,5,0,5,3,1,5,0,3,0,1,2,1,4,3
49a22441-0ac4-4e85-8a5b-1aff257f7595,Male,New Customer,25,Business Travel,Eco,1762,Double Miles,2025-10-24,2025-03-28,neutral,281,299,1,4,3,0,2,1,3,1,3,4,1,4,5,5
713f8f8c-ec8b-4537-98ab-4778143b45e3,Female,New Customer,68,Business Travel,Eco,9857,Premium Perks,2025-05-13,2025-01-17,satisfied,0,5,3,0,0,1,3,0,4,1,5,4,3,5,4,0
36c7d6fa-7aa4-4052-bf51-936241a64fed,Male,New Customer,32,Business Travel,Business,8065,Festive Bonanza,2025-01-23,2024-12-03,neutral,80,95,5,3,1,4,3,3,0,4,0,0,2,0,1,3
eedaa802-4568-4426-89e0-3e22d3f4a49b,Male,Loyal Customer,29,Business Travel,Business,9486,Premium Perks,2024-08-17,2023-12-16,satisfied,0,3,5,5,4,5,1,4,5,4,4,0,0,0,5,3
1bf645f6-2324-4211-8588-fc1bb2384849,Male,New Customer,25,Personal Travel,Eco,3604,Spring Saver,2024-10-28,2024-09-21,dissatisfied,298,317,4,2,3,1,1,0,2,5,5,1,3,4,0,3
3e11bafe-3d41-46fe-963a-8617bdab07e7,Male,New Customer,51,Business Travel,Eco,7469,Festive Bonanza,2025-02-14,2024-11-02,dissatisfied,281,299,5,4,2,4,1,3,4,3,5,1,2,3,1,3
39c59df9-87f2-45d6-a7ba-26acab7a3d1c,Male,New Customer,45,Personal Travel,Eco,1584,Referral Boost,2024-05-29,2023-08-21,satisfied,0,21,4,4,3,0,5,2,3,4,1,0,5,2,1,0
69ce1e4e-19a6-42c9-8d70-0ea43b9b2d45,Female,New Customer,40,Business Travel,Business,7640,Referral Boost,2025-01-14,2024-11-19,neutral,0,16,5,2,5,0,1,1,5,5,3,0,3,2,1,4
ae62990c-19bd-4f93-b8ef-7666b7a4c719,Male,New Customer,33,Personal Travel,Business,2601,Double Miles,2024-11-07,2024-03-25,neutral,0,2,0,0,3,3,0,0,1,3,1,5,0,4,4,5
8ce3e7c3-f6ea-43a0-8153-922123310a28,Male,Loyal Customer,73,Business Travel,Business,1276,Double Miles,2026-01-31,2025-03-02,neutral,0,-1,3,5,1,3,1,1,0,5,1,2,1,3,1,3
ef5e4376-a723-4b72-a82b-163a286ed390,Male,Loyal Customer,69,Personal Travel,Business,8090,Referral Boost,2026-04-26,2025-07-03,dissatisfied,0,-9,4,1,0,2,5,1,1,5,3,3,4,4,1,1
a689b424-7a3a-40e1-b9c7-73a0e0decc3d,Female,New Customer,56,Business Travel,Business,3888,Spring Saver,2025-06-11,2025-05-27,neutral,0,28,4,3,1,2,1,4,5,2,3,3,3,5,0,2
52380bf2-4988-4418-b6c3-1218c1836315,Female,Loyal Customer,52,Business Travel,Eco,10789,Premium Perks,2024-04-13,2023-12-14,satisfied,46,62,0,1,4,5,3,0,0,5,0,1,0,4,4,3
c4cb294f-e86e-4e63-8f25-477da55990e7,Male,Loyal Customer,36,Personal Travel,Eco,5478,Festive Bonanza,2024-06-21,2024-02-19,dissatisfied,0,27,5,0,5,0,2,3,3,0,2,5,3,0,5,2
88ffbd40-3b72-486d-92fa-675fa6fd0cb1,Male,Loyal Customer,38,Business Travel,Business,8785,Referral Boost,2024-05-22,2023-09-20,satisfied,267,289,1,2,3,1,2,0,4,3,2,5,0,4,0,2
098c60b3-efc9-409e-99af-6e09b91e3d6e,Male,Loyal Customer,45,Business Travel,Business,10546,Referral Boost,2025-11-14,2025-02-05,satisfied,0,24,4,0,3,5,4,5,4,0,3,0,2,5,1,2
e1dace6a-6afa-428c-acd1-0b9febe5841f,Female,Loyal Customer,45,Personal Travel,Business,506,Premium Perks,2025-07-30,2025-06-21,satisfied,0,-3,3,0,4,3,2,4,4,3,3,1,1,4,5,5
094d916d-eb6d-4fed-af15-8d5b2d007d05,Female,Loyal Customer,32,Personal Travel,Business,7540,Spring Saver,2025-11-28,2025-04-23,dissatisfied,141,169,4,5,3,4,3,1,2,2,4,4,1,5,5,5
2fb21e66-7ed1-4aab-89b7-c9bc65a16fa9,Male,New Customer,51,Personal Travel,Eco,994,Festive Bonanza,2025-12-06,2025-04-22,satisfied,0,21,2,0,1,1,0,3,5,5,5,5,5,0,1,3
ed10f004-df4e-413e-b64e-3dfcbfbeac7a,Male,New Customer,61,Personal Travel,Eco,2192,Spring Saver,2025-11-10,2025-07-09,neutral,199,210,2,5,3,0,1,0,0,0,3,0,1,3,1,4
4c636e95-025f-4543-8997-623ae0723d96,Female,New Customer,58,Personal Travel,Business,757,Premium Perks,2024-03-16,2024-02-22,neutral,36,41,0,4,2,5,2,0,5,1,0,1,5,2,4,3
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,Male,New Customer,39,Personal Travel,Eco,11263,Double Miles,2025-07-18,2024-09-26,dissatisfied,0,13,2,4,5,1,5,5,0,3,1,0,3,0,3,3
a42d0cd7-fd35-4f6a-b450-388748d90846,Female,New Customer,63,Personal Travel,Eco,6783,Festive Bonanza,2024-06-21,2024-03-29,neutral,0,28,1,4,5,4,3,4,4,3,5,3,1,2,0,3
f0458043-e3a6-4a70-be71-0b558639bd41,Female,New Customer,70,Personal Travel,Business,1005,Double Miles,2025-06-04,2024-09-06,neutral,0,4,3,3,4,3,5,2,0,0,0,2,3,4,1,3
45d8a6ad-77d0-459e-8114-14f8d9df0d0e,Male,New Customer,25,Personal Travel,Eco,7581,Double Miles,2024-09-11,2023-10-25,satisfied,0,28,0,1,2,0,0,4,5,5,2,4,1,1,2,5
2999394c-54a7-469b-9cd6-6b09cf0e6d2b,Female,New Customer,34,Personal Travel,Business,10574,Festive Bonanza,2024-12-07,2023-12-09,neutral,52,62,5,3,2,2,3,0,0,4,1,4,0,3,1,3
b7f60cdf-41dc-4c60-a5f6-0735757b6b29,Male,Loyal Customer,36,Business Travel,Business,3806,Referral Boost,2025-07-04,2025-01-30,neutral,0,-3,2,1,2,2,2,3,2,1,4,3,0,2,4,4
ca6fbff8-564c-4bd2-bc92-fd81039b058c,Female,New Customer,19,Business Travel,Business,5396,Double Miles,2024-08-23,2023-12-04,neutral,0,18,5,4,5,4,4,3,0,4,1,1,2,4,4,4
317304b5-c1dd-484a-aca5-8d95915a1c30,Female,Loyal Customer,58,Business Travel,Business,9666,Double Miles,2024-02-29,2024-02-27,satisfied,0,-10,1,4,0,3,3,3,4,4,2,2,2,5,3,4
e5a4983b-a383-489a-9b2c-6ac89c678393,Female,New Customer,44,Personal Travel,Business,5710,Spring Saver,2024-09-02,2023-11-26,dissatisfied,22,13,3,1,4,3,2,3,2,5,0,0,3,1,4,2
53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,Male,Loyal Customer,50,Personal Travel,Business,10684,Premium Perks,2024-08-15,2024-05-22,neutral,0,-10,3,1,1,3,0,1,5,5,5,2,2,0,3,4
2f4dd219-186b-4880-ab54-5a15669d01ff,Male,Loyal Customer,23,Business Travel,Business,6491,Referral Boost,2024-02-04,2023-09-18,dissatisfied,0,17,2,3,4,0,1,1,3,5,5,3,2,1,2,4
3f800385-ef92-40b6-92d7-8f107a3a6e96,Male,Loyal Customer,44,Business Travel,Business,4923,Referral Boost,2024-08-07,2023-10-30,neutral,226,221,0,1,4,0,5,3,1,1,0,1,3,0,4,0
725d4259-3c4b-4eec-a231-ee7342c2d2eb,Female,Loyal Customer,69,Business Travel,Eco,9061,Spring Saver,2023-08-10,2023-07-18,satisfied,0,-4,5,5,2,5,2,4,3,5,1,4,2,3,0,3
4d4c5280-5462-42e7-b43b-a0524459bd6e,Female,New Customer,49,Personal Travel,Business,10066,Festive Bonanza,2025-11-15,2025-02-17,neutral,0,10,2,5,5,1,1,4,5,0,1,2,3,4,1,3
42f525b9-02ed-43ce-92a8-1713b90ed44b,Female,Loyal Customer,66,Personal Travel,Business,8188,Referral Boost,2024-11-24,2024-10-07,neutral,0,21,2,1,3,4,0,4,5,4,0,5,5,0,5,1
0fe76149-3c7e-4368-b159-48475c0b9b10,Female,Loyal Customer,38,Business Travel,Eco,2725,Double Miles,2025-08-02,2024-12-01,satisfied,0,19,3,1,4,5,1,2,3,0,1,5,5,3,3,5
28e333b6-4e8a-4c4b-b724-20411e43fbd2,Female,Loyal Customer,47,Business Travel,Business,768,Referral Boost,2025-10-05,2024-12-12,dissatisfied,0,27,1,3,0,1,5,1,5,1,3,0,3,2,5,0
e5267a2b-ec50-4ce4-80a5-2e65afa28559,Female,New Customer,57,Personal Travel,Eco,6765,Double Miles,2025-02-28,2024-05-22,dissatisfied,0,22,3,5,5,2,2,0,0,5,5,1,0,3,5,3
b0b6dedf-4f9c-4027-8514-4d98b41c504f,Male,New Customer,58,Personal Travel,Eco,7238,Referral Boost,2025-06-07,2025-06-01,satisfied,0,10,3,2,2,2,5,1,4,3,1,2,3,1,0,2
4b87959f-f0cd-4f05-aa87-855ea38295d3,Female,Loyal Customer,52,Business Travel,Business,2615,Festive Bonanza,2023-10-27,2023-10-12,neutral,0,13,5,4,4,4,3,3,4,0,4,1,4,3,3,1
f5159494-3818-4fd3-b889-936a9d5817e8,Male,Loyal Customer,73,Personal Travel,Business,6567,Referral Boost,2024-09-22,2024-04-23,neutral,0,28,0,5,3,0,2,2,0,1,2,1,3,5,2,1
bf6b8cdf-7479-4b61-a737-2b527a6a2107,Male,Loyal Customer,30,Personal Travel,Eco,6964,Double Miles,2023-11-13,2023-10-24,satisfied,237,264,0,3,3,3,3,4,1,3,1,3,2,5,2,5
8c9aa1e9-b3b2-4337-aa74-dbb75fa5e0aa,Female,New Customer,69,Business Travel,Eco,11310,Double Miles,2025-06-03,2024-10-25,dissatisfied,0,28,1,3,4,3,3,2,4,0,5,2,4,1,5,5
cd4f8b2b-899a-4252-81e1-b94a78883058,Female,Loyal Customer,33,Business Travel,Business,9025,Double Miles,2025-12-26,2025-06-20,dissatisfied,0,28,5,2,5,1,5,2,2,0,5,0,0,5,1,3
3f59e4f2-c309-4b6e-b7e9-d2e2d35ac07a,Male,New Customer,27,Business Travel,Eco,1957,Premium Perks,2025-11-19,2024-12-09,satisfied,0,29,1,1,5,4,5,4,5,0,4,0,4,4,5,4
c9912032-df85-4777-9887-4bfec1369c65,Male,Loyal Customer,20,Personal Travel,Eco,5758,Referral Boost,2025-02-14,2024-12-22,dissatisfied,0,8,0,2,1,5,1,5,5,0,2,5,2,5,2,1
b42a0456-8736-4a84-b25e-134d86879aa9,Female,Loyal Customer,65,Personal Travel,Business,9915,Spring Saver,2024-06-23,2023-09-14,dissatisfied,0,9,0,2,0,2,4,2,4,5,0,2,1,1,3,1
1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,Female,Loyal Customer,54,Personal Travel,Business,11717,Referral Boost,2024-09-10,2024-04-19,dissatisfied,225,230,2,1,1,4,5,2,5,0,3,2,5,0,0,3
8167999f-e723-4da3-8c32-bdb2d42a895e,Female,New Customer,73,Personal Travel,Business,5318,Referral Boost,2023-10-31,2023-08-29,neutral,0,-5,0,1,0,4,0,0,0,4,0,3,5,3,4,1
2a1f1b61-265c-49d9-8962-8f6e929c93b3,Female,Loyal Customer,55,Personal Travel,Business,11659,Spring Saver,2024-01-13,2023-12-17,dissatisfied,69,73,2,4,5,1,2,2,5,3,2,4,5,4,5,4
1dc1e7eb-711c-4673-8535-1a69dabf984e,Female,Loyal Customer,46,Business Travel,Eco,7479,Referral Boost,2024-09-19,2024-03-23,dissatisfied,122,112,5,3,4,0,0,2,1,0,4,3,5,3,2,3
7d23d479-9549-4a82-b787-ef8d3495311e,Female,New Customer,20,Personal Travel,Eco,5254,Premium Perks,2025-11-01,2024-12-22,neutral,0,20,4,0,5,2,4,5,3,2,5,2,2,3,3,2
cf0671c7-720b-474b-82a7-f586e61d9cde,Male,Loyal Customer,67,Business Travel,Eco,5467,Spring Saver,2024-09-07,2023-09-21,neutral,0,-3,2,1,5,5,4,0,0,3,0,4,5,1,1,5
6a5943ce-8364-45e3-a1c7-1aa3741423b5,Male,Loyal Customer,73,Business Travel,Business,3061,Double Miles,2024-05-28,2023-08-25,dissatisfied,0,28,2,3,5,3,5,3,0,3,0,1,0,3,4,4
765e6cb5-8f0d-4540-8ec7-d662905c7bdd,Male,New Customer,21,Business Travel,Business,10796,Festive Bonanza,2025-03-20,2024-07-01,neutral,0,-2,2,1,0,0,5,4,2,5,3,5,3,3,1,1
0592bfa5-b928-423f-8ee4-334ece920136,Male,Loyal Customer,30,Personal Travel,Eco,6294,Spring Saver,2025-06-27,2024-12-16,dissatisfied,194,219,1,2,4,5,5,5,4,2,2,0,4,4,2,3
beed0af9-00c5-4f30-9103-142441241bb4,Male,Loyal Customer,35,Personal Travel,Business,5738,Referral Boost,2025-03-31,2024-05-15,dissatisfied,0,17,3,5,1,3,1,0,5,5,5,3,1,5,4,4
6c776e95-0b98-4ccd-92b2-102d940c3503,Female,New Customer,58,Personal Travel,Eco,893,Double Miles,2024-09-03,2023-12-29,neutral,0,14,2,0,3,2,0,1,4,0,0,1,3,5,1,5
fe7ee362-8a89-40f0-9052-91d3b34c6c73,Female,Loyal Customer,76,Personal Travel,Eco,1218,Spring Saver,2024-09-30,2024-04-05,satisfied,19,22,1,2,1,0,3,4,3,3,3,1,1,4,1,5
fc737d92-11ab-4d11-a4eb-8000ef40d162,Female,Loyal Customer,65,Business Travel,Eco,916,Referral Boost,2024-05-12,2023-08-28,satisfied,0,29,2,0,1,5,0,5,0,2,4,0,3,2,3,2
68ab80ea-497e-46d1-881f-c6dc78d9a88a,Female,New Customer,23,Business Travel,Business,5600,Festive Bonanza,2025-11-19,2025-07-07,neutral,267,270,0,2,4,5,0,0,5,1,5,0,4,1,3,5
a43afb7a-c40d-4874-a2ab-7752c4db5a62,Male,Loyal Customer,56,Business Travel,Eco,444,Referral Boost,2024-09-28,2023-11-29,dissatisfied,0,8,4,3,3,3,5,0,3,1,3,1,2,0,0,5
5fdcabbf-6b9c-471c-b6ba-745ba55871e3,Female,Loyal Customer,63,Personal Travel,Business,5481,Spring Saver,2026-01-23,2025-01-29,neutral,0,4,2,0,1,2,0,5,1,1,0,1,5,5,5,0
eac80da1-de9f-4f5b-b2d3-545861ea2f30,Male,Loyal Customer,35,Personal Travel,Eco,1045,Double Miles,2026-03-19,2025-06-04,satisfied,0,-6,1,0,1,4,3,1,1,2,1,4,3,2,0,0
aec76a82-148b-4376-a02a-4e5760a399d4,Male,Loyal Customer,77,Personal Travel,Business,6130,Double Miles,2026-06-05,2025-06-16,satisfied,0,29,1,0,0,2,4,2,3,2,0,4,4,5,2,3
a74e02a9-220b-4ea9-8a0f-9508dfe2c0a0,Female,Loyal Customer,23,Business Travel,Business,7811,Premium Perks,2025-11-12,2024-12-08,dissatisfied,0,10,0,4,0,5,1,1,1,3,4,0,0,5,1,4
fe2b34d8-2db0-428d-9e5e-be5459077299,Female,New Customer,63,Business Travel,Business,11311,Festive Bonanza,2026-02-08,2025-05-11,satisfied,68,62,4,4,0,4,0,2,3,0,0,4,0,5,1,1
ba54e920-2099-4180-8762-3997649f7d88,Female,Loyal Customer,48,Business Travel,Business,11667,Festive Bonanza,2025-06-22,2024-09-02,neutral,212,210,2,5,5,4,3,4,3,1,5,1,4,2,0,2
05d1fb63-c194-497f-80e3-a026d5b6de85,Male,Loyal Customer,76,Personal Travel,Business,9436,Spring Saver,2024-03-25,2024-01-01,satisfied,0,-6,1,5,4,0,4,4,2,0,4,1,0,1,5,5
8b60c511-b816-4aeb-ac6a-7c8576876c62,Male,New Customer,39,Business Travel,Eco,7329,Premium Perks,2024-06-21,2024-02-29,satisfied,0,11,4,5,2,1,1,3,2,3,5,2,1,3,4,2
3acb43a3-d2c7-4ffb-a118-433b882ccd1e,Male,New Customer,49,Business Travel,Eco,9638,Festive Bonanza,2024-12-26,2024-06-06,neutral,0,27,4,4,3,1,1,3,1,2,3,3,1,0,1,5
4690fb15-27b6-48dc-989d-ecb075eb89c2,Female,New Customer,36,Personal Travel,Business,11590,Spring Saver,2024-05-17,2024-01-21,neutral,0,-6,4,2,4,4,1,5,5,0,5,5,4,3,1,0
c3f725fe-b99b-4b5a-a00d-a49deffa2002,Female,Loyal Customer,39,Personal Travel,Business,9307,Festive Bonanza,2024-07-15,2023-12-06,dissatisfied,122,147,1,1,1,5,1,4,0,5,4,2,4,4,2,4
6b535a19-a902-473f-8f39-f648083f64c3,Male,Loyal Customer,36,Personal Travel,Business,1501,Festive Bonanza,2023-12-26,2023-10-08,satisfied,67,73,1,0,3,0,0,1,3,0,1,2,1,4,5,1
e39836bb-e23d-4faa-afad-49e9c41c147e,Female,Loyal Customer,29,Business Travel,Eco,7337,Festive Bonanza,2025-03-16,2024-11-01,dissatisfied,0,27,1,4,4,2,2,4,3,2,5,5,3,4,2,1
19d45deb-1139-4a12-b4c1-c3ea3d9c4e64,Male,Loyal Customer,41,Business Travel,Business,6314,Premium Perks,2023-12-20,2023-07-25,dissatisfied,0,22,3,2,2,3,0,1,4,5,1,4,4,5,1,5
ac09bdb7-9908-4e47-b249-f62c08987462,Male,Loyal Customer,66,Personal Travel,Eco,2577,Referral Boost,2025-10-12,2024-10-16,satisfied,126,126,1,2,0,2,0,1,3,3,3,5,3,4,0,3
bd9419aa-3ea6-45b2-8c76-0d28df495037,Female,Loyal Customer,30,Business Travel,Eco,10069,Festive Bonanza,2025-12-06,2025-01-09,satisfied,0,20,3,0,5,1,2,3,3,1,1,3,1,3,5,1
8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,Male,New Customer,65,Business Travel,Business,6676,Spring Saver,2024-04-08,2023-08-16,dissatisfied,0,-4,3,0,1,2,1,0,5,2,2,3,4,3,2,2
0e731dd7-c6ac-4b04-9d1d-6cd1c11f6bf5,Female,Loyal Customer,38,Business Travel,Business,11191,Double Miles,2024-09-11,2023-12-28,satisfied,0,0,1,3,4,1,4,5,0,2,1,2,0,1,2,2
3bf2025f-4a0d-4b73-be54-ee4b80ff5173,Male,Loyal Customer,45,Personal Travel,Business,3205,Spring Saver,2023-11-29,2023-10-29,neutral,0,2,3,0,3,3,0,2,2,3,0,2,4,1,1,5
51a3ac26-937b-479b-bb44-badcea98fef8,Male,Loyal Customer,22,Business Travel,Eco,7643,Premium Perks,2025-12-05,2025-04-06,satisfied,0,25,1,2,5,5,1,1,5,5,3,1,5,0,5,2
d18183d1-ac2b-4cfc-85c5-1060991121e7,Female,New Customer,75,Personal Travel,Business,5739,Double Miles,2025-09-02,2024-10-03,dissatisfied,0,-3,5,5,0,4,3,4,1,5,3,2,1,0,0,4
24acb722-e052-4739-8d40-6f1b3ca5be29,Male,New Customer,32,Personal Travel,Business,1707,Premium Perks,2024-12-08,2024-03-18,neutral,0,-8,0,0,2,4,2,5,2,2,0,3,0,1,2,2
4ceda164-69df-44e9-b896-41dd8570b59f,Female,Loyal Customer,20,Business Travel,Eco,9561,Premium Perks,2025-02-06,2024-12-06,satisfied,22,34,0,2,3,1,4,5,1,0,1,4,5,3,4,1
97777f10-f2d2-493f-8e85-140d0f9aeb70,Female,Loyal Customer,69,Business Travel,Business,5432,Referral Boost,2024-06-22,2024-02-11,satisfied,0,1,3,2,4,4,1,3,0,0,0,5,2,3,0,2
a0411612-2cd5-4759-a95d-2761bc36dc59,Male,Loyal Customer,45,Personal Travel,Eco,10163,Double Miles,2026-04-24,2025-05-26,neutral,0,7,2,5,2,1,3,4,0,1,0,0,3,4,0,5
0c00988a-7ee1-411a-8e4c-3ab56d5d0477,Female,Loyal Customer,46,Personal Travel,Business,1768,Double Miles,2025-06-12,2024-12-21,dissatisfied,0,4,4,1,1,1,5,3,0,4,1,0,0,3,5,4
61935990-abdd-4a8f-a4b0-5c89f10bce9c,Male,New Customer,67,Personal Travel,Eco,5472,Spring Saver,2024-12-03,2024-04-05,neutral,0,25,4,4,5,1,2,0,4,3,3,2,1,1,1,5
6a944054-b241-4482-9198-94d886433603,Male,Loyal Customer,26,Personal Travel,Business,7054,Double Miles,2026-02-16,2025-03-14,dissatisfied,0,29,5,4,2,3,2,4,5,0,4,5,3,4,2,1
2f12b150-605f-41eb-8cc5-7e0d26332018,Male,Loyal Customer,62,Business Travel,Business,2096,Premium Perks,2025-01-21,2024-05-25,satisfied,0,20,3,4,5,5,2,2,3,5,4,5,2,3,5,3
d96e684f-3db0-474e-b938-878a89b5aab0,Male,Loyal Customer,52,Personal Travel,Eco,11108,Spring Saver,2025-02-23,2025-02-17,neutral,22,43,2,2,2,3,1,1,0,2,1,0,3,2,4,3
24f43c62-b523-40de-9b87-d29c4cfd0fc1,Male,New Customer,54,Personal Travel,Eco,8246,Spring Saver,2024-04-22,2024-01-04,neutral,87,98,3,2,4,3,2,4,2,5,4,5,0,0,3,1
8ff8869d-0ec0-413d-aa2c-7a517688d11f,Female,Loyal Customer,73,Business Travel,Business,1554,Referral Boost,2026-01-13,2025-03-29,dissatisfied,0,3,2,1,5,5,5,3,4,1,1,1,1,1,5,3
87ad8b26-8eaa-4841-aaa0-426df7c0d5f7,Female,New Customer,49,Business Travel,Eco,10744,Referral Boost,2024-07-22,2024-05-28,satisfied,0,25,1,0,3,2,5,0,4,3,2,3,1,2,4,2
340de049-4147-4506-be2b-f9c9636f6e5c,Male,New Customer,40,Business Travel,Business,7126,Spring Saver,2024-04-18,2023-10-25,dissatisfied,0,20,5,3,2,1,5,5,5,0,4,2,1,0,3,1
73253aa3-ec17-4298-943d-f5b3a58e83dd,Female,Loyal Customer,71,Business Travel,Eco,5188,Spring Saver,2024-12-17,2024-03-25,dissatisfied,0,-7,0,5,2,0,3,4,5,1,2,5,1,5,0,1
b97e6224-891f-4912-97ab-b8635efeef4f,Male,Loyal Customer,64,Business Travel,Business,10155,Festive Bonanza,2025-11-14,2025-04-30,neutral,78,94,4,2,4,1,1,3,3,4,4,5,0,5,1,5
608e149e-44b9-4602-8d31-812e30c36756,Male,Loyal Customer,45,Personal Travel,Eco,727,Double Miles,2026-04-01,2025-04-17,dissatisfied,0,15,5,4,3,3,1,1,4,4,2,0,0,4,1,5
dfa59722-0a1f-49df-9a59-19749adf4709,Male,New Customer,23,Personal Travel,Business,10595,Premium Perks,2025-11-25,2024-12-17,dissatisfied,0,0,5,1,4,2,5,4,1,2,0,0,4,2,4,2
966be275-c2fe-4954-8dfd-9531302b7831,Male,Loyal Customer,35,Business Travel,Business,2730,Double Miles,2024-04-08,2023-09-07,neutral,0,27,5,2,5,4,0,3,2,3,2,4,4,5,2,4
7ab99428-378e-4510-8f10-d33eabe42e7d,Male,Loyal Customer,28,Business Travel,Business,10672,Premium Perks,2025-11-26,2025-01-25,satisfied,45,61,4,0,5,4,0,0,2,0,4,5,2,0,2,3
4d9dbaeb-553d-4625-a833-4da5de95d695,Male,New Customer,31,Personal Travel,Eco,10028,Festive Bonanza,2024-03-08,2023-12-22,satisfied,0,9,5,5,4,1,3,2,4,4,2,3,2,5,1,5
30a5648e-efe9-43d0-b639-08bf03ece8ff,Male,New Customer,55,Personal Travel,Eco,900,Festive Bonanza,2025-09-22,2025-06-18,satisfied,0,-2,1,1,3,1,1,3,5,2,5,4,4,1,4,2
c11bd1c4-ffe3-4366-bf33-7a151e086f20,Female,New Customer,58,Personal Travel,Eco,9480,Spring Saver,2025-06-22,2025-02-07,dissatisfied,158,155,1,3,5,3,1,1,2,5,3,0,1,0,3,5
9aba0f15-b214-4062-be1a-963eea18d32c,Female,New Customer,54,Personal Travel,Business,2263,Festive Bonanza,2025-02-26,2024-07-18,neutral,0,23,1,2,0,1,2,0,3,4,2,0,1,0,1,4
3d44cb2c-ea45-4a41-a589-ada1345af934,Male,Loyal Customer,68,Personal Travel,Eco,1150,Double Miles,2025-02-12,2025-01-09,satisfied,0,15,2,2,0,5,5,5,5,2,0,5,4,3,4,0
61730c48-4876-4153-8688-13fe52555c75,Female,Loyal Customer,51,Personal Travel,Business,7718,Premium Perks,2025-01-27,2024-09-13,satisfied,39,65,2,2,1,1,3,5,3,2,3,2,0,2,2,3
4ef4c34d-5bf8-4f3c-a612-9a1c889d4b76,Female,New Customer,59,Personal Travel,Business,10232,Festive Bonanza,2025-01-18,2024-07-09,satisfied,108,130,3,2,2,3,3,2,5,1,1,1,3,2,5,2
7f4d908c-e1ff-46c0-8347-f1da5c11ab6d,Female,New Customer,66,Business Travel,Business,5345,Referral Boost,2024-05-28,2024-02-01,dissatisfied,0,-9,1,5,1,1,4,1,3,3,3,0,5,5,2,4
b8f0188e-fb37-4fae-8d85-63ca193e638d,Male,New Customer,76,Personal Travel,Eco,6616,Referral Boost,2025-03-23,2024-07-08,neutral,104,115,1,1,5,2,1,4,0,4,3,0,3,5,1,2
ea11905b-51fa-4efa-96f8-9f7ac2fa1da8,Female,Loyal Customer,69,Business Travel,Business,5534,Festive Bonanza,2024-08-03,2024-07-11,dissatisfied,0,-4,1,2,3,4,4,0,1,0,5,2,3,4,1,4
0bb401e7-69f7-43f1-901b-a8515ee68495,Female,Loyal Customer,37,Business Travel,Eco,6353,Premium Perks,2024-10-09,2023-12-17,neutral,0,4,5,1,3,5,5,0,0,0,4,2,0,2,2,1
255b30e2-bdc2-474b-b8a5-6b49dd34aa18,Male,New Customer,27,Business Travel,Eco,2024,Premium Perks,2024-12-15,2024-09-21,satisfied,0,12,5,2,3,5,1,4,0,4,3,2,3,4,4,5
95831d58-ef4c-4119-8da5-d39b42c21797,Male,Loyal Customer,35,Business Travel,Eco,10040,Festive Bonanza,2024-03-18,2023-07-25,neutral,161,157,0,0,5,1,3,5,4,2,5,2,4,1,2,0
27046f25-4b91-48cb-aae6-6582b852b3cd,Female,Loyal Customer,73,Business Travel,Eco,2058,Premium Perks,2025-01-01,2024-10-04,neutral,86,114,4,1,4,1,0,4,3,5,3,3,3,5,3,1
91ddb9bf-613d-4de9-bae2-802354720d2d,Male,Loyal Customer,42,Business Travel,Eco,848,Spring Saver,2024-09-21,2023-12-12,satisfied,0,6,3,1,0,4,4,1,5,2,1,3,2,3,4,0
a7946320-8cf6-48b8-bfd2-38c33ee82983,Male,New Customer,45,Personal Travel,Business,2861,Premium Perks,2025-06-30,2025-04-20,dissatisfied,231,249,4,3,0,3,3,5,4,2,3,2,1,3,2,1
d253d966-c36b-4a0a-81e0-2a89566a9ce7,Male,New Customer,46,Business Travel,Business,8542,Festive Bonanza,2025-10-30,2024-12-25,neutral,0,4,0,1,4,2,1,0,3,5,4,2,0,1,5,5
bd5609c4-a446-4663-b93b-17fbf76d15fd,Female,Loyal Customer,64,Personal Travel,Business,4733,Spring Saver,2024-08-31,2024-07-26,dissatisfied,0,-8,5,1,5,5,0,1,0,2,2,1,1,5,2,4
